episode_idx,time_sec,dr_E_m,dr_N_m,gt_E_m,gt_N_m,drift_m
2,11,6.320152,-244.04892,12.181383,-230.84125,14.449797
2,12,3.4119668,-264.0938,10.282595,-253.48065,12.642969
2,13,-0.2338736,-282.88586,6.999631,-275.97717,10.00268
2,14,-3.9668128,-300.26407,2.630829,-297.7623,7.0560427
2,15,-8.015508,-316.9714,-3.1733,-319.6132,5.5159774
2,16,-13.153898,-333.81708,-10.261613,-341.0747,7.812714
2,17,-18.872965,-350.70474,-18.513695,-361.90506,11.206079
2,18,-25.561382,-366.6953,-28.176952,-382.05322,15.579043
2,19,-32.729237,-382.36887,-38.939575,-401.46365,20.079323
2,20,-39.90016,-398.1377,-50.38052,-420.11368,24.347109
2,21,-46.66027,-414.139,-62.392014,-438.06293,28.632877
2,22,-52.97415,-429.9848,-75.025055,-455.61017,33.80683
2,23,-58.890785,-445.4732,-87.75301,-473.12894,39.973335
2,24,-64.169,-460.41907,-100.212166,-490.60297,47.012527
2,25,-69.36727,-475.91464,-112.84593,-508.14862,54.12415
2,26,-74.39892,-491.7723,-125.47511,-526.0715,61.524063
2,27,-78.52476,-507.6386,-137.19516,-544.4391,69.25671
2,28,-82.13218,-523.83636,-147.69742,-563.0955,76.42043
2,29,-84.96592,-540.14453,-157.175,-582.0204,83.472984
2,30,-87.21738,-556.2605,-165.88553,-601.7663,90.881546
2,31,-89.28735,-571.87494,-173.68431,-621.5406,97.92611
2,32,-91.19324,-586.77765,-180.63837,-641.5056,104.85982
2,33,-92.7925,-601.73694,-186.59872,-662.0184,111.505424
2,34,-93.8857,-616.6203,-191.31935,-683.24255,118.033226
2,35,-94.14443,-631.042,-194.9291,-704.6867,124.82424
2,36,-93.93298,-645.3196,-197.45515,-726.3109,131.43985
2,37,-93.314995,-660.43805,-198.57213,-747.88086,136.84045
2,38,-92.60936,-675.64294,-198.38695,-769.69556,141.54431
2,39,-92.02349,-691.0559,-196.9497,-791.90027,145.5304
2,40,-91.2772,-706.6425,-194.20282,-814.2834,148.93031
2,41,-90.22256,-721.5892,-190.92627,-836.7231,152.96095
2,42,-89.56534,-735.2411,-188.1551,-859.02826,158.25046
2,43,-89.73375,-747.7358,-185.68344,-881.5434,164.65364
2,44,-90.76831,-760.4276,-183.61903,-904.7244,171.58913
2,45,-91.99711,-773.53015,-181.76985,-928.5941,179.17584
2,46,-93.30707,-786.5694,-179.84012,-952.83405,187.43506
2,47,-95.08669,-799.1396,-178.05563,-977.5402,196.75018
2,48,-96.90123,-810.72394,-176.73123,-1002.3389,207.57922
2,49,-98.85144,-821.9793,-175.96028,-1026.8038,218.85808
2,50,-100.59505,-832.3008,-175.6663,-1050.812,231.04729
2,51,-102.45854,-842.90936,-175.74745,-1074.4191,242.8333
2,52,-104.46673,-854.25287,-176.121,-1097.6387,253.71437
2,53,-106.804214,-865.63007,-176.6437,-1120.48,264.24615
2,54,-109.160515,-876.5161,-177.44464,-1143.1958,275.28308
2,55,-111.51359,-887.6552,-178.56853,-1165.8813,286.1925
2,56,-114.08526,-899.00806,-179.95763,-1188.4747,296.8672
2,57,-116.84597,-910.0787,-181.67685,-1210.7938,307.62418
2,58,-119.51964,-920.6766,-183.71143,-1232.6237,318.48325
2,59,-122.22737,-931.3814,-185.85849,-1253.9514,328.78613
2,60,-124.60042,-941.30865,-188.02681,-1274.7029,339.37387
3,1,-8.2456045,-19.959633,-6.9679947,-17.805704,2.5043354
3,2,-16.460533,-40.188145,-13.922049,-37.77069,3.5054226
3,3,-24.335363,-60.89015,-19.882414,-58.28349,5.1597896
3,4,-31.714596,-82.42883,-24.603035,-79.50762,7.688158
3,5,-37.979225,-104.65831,-28.212788,-100.95182,10.446117
3,6,-43.574333,-127.330734,-30.738836,-122.57601,13.687855
3,7,-48.79972,-151.15623,-31.855824,-144.14595,18.336842
3,8,-53.93,-175.18127,-31.670631,-165.96065,24.093555
3,9,-59.311005,-199.38522,-30.233395,-188.16539,31.167162
3,10,-64.52213,-223.96558,-27.486502,-210.54848,39.39107
3,11,-69.09361,-248.2179,-24.20996,-232.98817,47.397114
3,12,-73.96577,-271.22882,-21.438799,-255.29332,54.891006
3,13,-79.969444,-292.9021,-18.967125,-277.8085,62.84186
3,14,-87.58295,-314.55676,-16.902721,-300.98953,71.97057
3,15,-95.60806,-336.52368,-15.053535,-324.8592,81.39467
3,16,-103.8144,-358.53366,-13.123808,-349.09915,91.18
3,17,-112.787384,-379.91187,-11.339315,-373.80533,101.63169
3,18,-121.7242,-400.3545,-10.014925,-398.60403,111.72299
3,19,-130.90028,-420.45148,-9.243972,-423.06894,121.68446
3,20,-139.63338,-439.79367,-8.949989,-447.07706,130.88618
3,21,-148.63022,-459.37778,-9.031141,-470.6841,140.05618
3,22,-157.96614,-479.62872,-9.404687,-493.9038,149.24571
3,23,-167.93623,-499.7831,-9.92739,-516.74506,158.91666
3,24,-177.92923,-519.45966,-10.728326,-539.4609,168.39296
3,25,-187.95348,-539.4436,-11.852215,-562.1464,177.55864
3,26,-198.38342,-559.5013,-13.241315,-584.73987,186.85445
3,27,-209.15099,-579.1578,-14.960533,-607.0589,196.18462
3,28,-219.75021,-598.38184,-16.99512,-628.88873,205.03732
3,29,-230.41107,-617.6892,-19.142185,-650.21655,213.75821
3,30,-240.43146,-636.41254,-21.310505,-670.96796,221.82892
3,31,-250.00903,-654.7326,-23.423548,-691.23083,229.50621
3,32,-259.81793,-672.4344,-25.417044,-710.99146,237.55089
3,33,-269.39832,-689.2724,-27.614258,-730.367,245.2515
3,34,-278.72723,-705.0173,-29.77989,-749.39594,252.872
3,35,-287.5986,-719.74976,-31.912209,-768.2152,260.2392
3,36,-296.24356,-733.7255,-34.01191,-787.00354,267.58923
3,37,-305.16003,-747.57306,-35.994015,-805.85144,275.4028
3,38,-313.63843,-761.13245,-37.756256,-824.637,283.0968
3,39,-322.07648,-775.07556,-39.235283,-843.89166,291.0924
3,40,-330.27695,-789.7079,-40.176712,-863.8477,299.42422
3,41,-338.03247,-804.5859,-40.601364,-884.30743,307.92984
3,42,-345.13422,-819.1976,-40.36633,-904.8238,316.56802
3,43,-351.8965,-834.104,-39.28783,-925.1618,325.60052
3,44,-357.98892,-848.91925,-36.971233,-945.4544,335.21844
3,45,-362.86545,-863.87994,-33.396008,-965.72577,344.85168
3,46,-367.1212,-879.57336,-28.747889,-985.7199,354.6316
3,47,-370.7419,-894.49115,-22.856867,-1005.1645,365.0652
3,48,-373.83072,-908.8006,-16.023302,-1024.1763,375.94904
3,49,-376.35233,-922.3124,-8.393858,-1042.6908,387.14908
3,50,-378.24057,-933.7359,-0.4906604,-1060.9846,398.60663
3,51,-379.74808,-943.52185,7.8363514,-1078.8652,410.53568
3,52,-380.7711,-952.8704,16.388962,-1095.9934,422.16144
3,53,-381.27182,-962.7007,24.898455,-1112.7174,432.9888
3,54,-381.51883,-973.3249,33.611515,-1129.3141,443.4702
3,55,-381.63788,-984.6918,42.72219,-1146.2844,454.0855
3,56,-382.00125,-996.7775,52.0165,-1163.7634,465.03302
3,57,-382.14407,-1009.19495,61.295315,-1181.5986,475.77466
3,58,-382.30542,-1021.39014,70.6527,-1199.379,486.67352
3,59,-382.71158,-1032.9948,80.0518,-1217.3502,498.1334
3,60,-383.1639,-1044.9265,89.68868,-1235.6697,509.87503
4,1,-2.6083925,-22.657589,-1.8586916,-18.174103,4.5457344
4,2,-5.890914,-45.964752,-3.8521886,-37.934776,8.28474
4,3,-9.455658,-69.55319,-6.049401,-57.31027,12.707941
4,4,-13.46027,-93.22305,-8.215034,-76.33923,17.679815
4,5,-17.567366,-116.48862,-10.347353,-95.158485,22.51895
4,6,-21.878334,-139.31203,-12.447052,-113.94683,27.061823
4,7,-26.648876,-162.27905,-14.429157,-132.79471,31.916267
4,8,-31.03947,-184.92253,-16.1914,-151.58029,36.498905
4,9,-35.149616,-207.9086,-17.670427,-170.83495,40.987534
4,10,-38.559174,-231.49806,-18.611855,-190.79102,45.331657
4,11,-41.25622,-255.21217,-19.036507,-211.25075,49.257717
4,12,-43.24474,-278.51328,-18.801472,-231.7671,52.75109
4,13,-44.62095,-301.96744,-17.722975,-252.1051,56.654686
4,14,-45.149925,-325.0922,-15.406379,-272.39774,60.509373
4,15,-43.955578,-347.96042,-11.83115,-292.6691,63.94614
4,16,-41.561634,-371.24207,-7.1830325,-312.66318,67.92182
4,17,-38.656982,-393.6043,-1.2920101,-332.1078,71.95806
4,18,-35.290028,-415.19772,5.5415545,-351.1196,75.981735
4,19,-31.474934,-435.83774,13.170999,-369.63412,79.850975
4,20,-27.662745,-454.315,21.074196,-387.92792,82.35614
4,21,-23.99652,-471.1497,29.401207,-405.8085,84.384766
4,22,-19.703564,-487.39972,37.953815,-422.93677,86.4861
4,23,-14.330764,-503.8112,46.46331,-439.6607,88.38102
4,24,-8.233445,-520.8296,55.176373,-456.25735,90.50071
4,25,-1.6536055,-538.4814,64.28705,-473.22778,92.769615
4,26,4.8263793,-556.9634,73.58135,-490.70673,95.48398
4,27,11.796473,-575.72107,82.86017,-508.54196,97.791016
4,28,18.683308,-594.35315,92.21756,-526.32227,100.177284
4,29,24.99078,-612.6311,101.61666,-544.29346,102.672104
4,30,31.364079,-631.2754,111.25353,-562.6129,105.34163
4,31,37.5038,-650.01654,121.01812,-581.32526,108.134796
4,32,43.303223,-669.3594,130.89783,-600.0284,111.712135
4,33,49.169014,-688.8399,140.64926,-618.52216,115.382935
4,34,54.7472,-707.71,150.31207,-636.7808,119.0109
4,35,60.34446,-726.9315,159.82948,-654.82263,122.86969
4,36,66.39042,-746.352,169.22192,-672.8422,126.40413
4,37,72.665184,-765.9394,178.62593,-690.9233,129.82718
4,38,79.104935,-785.69946,187.91455,-708.6928,133.3025
4,39,85.50149,-806.1806,196.89725,-726.0306,137.23354
4,40,91.53241,-826.9605,205.7369,-743.0661,141.70721
4,41,96.53647,-847.81036,214.45944,-760.13403,146.94545
4,42,100.76786,-867.9218,223.25809,-777.56256,152.21252
4,43,104.754364,-886.7513,231.99309,-795.13617,156.78973
4,44,108.35409,-904.3916,240.52698,-812.59467,160.92342
4,45,111.64599,-920.56055,248.82916,-830.05164,164.3505
4,46,114.77552,-936.0101,256.90616,-847.8913,167.2305
4,47,117.487236,-950.9082,265.1025,-866.03186,170.27701
4,48,119.827255,-964.7554,273.2441,-884.4763,173.15155
4,49,121.7155,-978.6607,281.05463,-903.01514,176.3837
4,50,123.38874,-991.5911,288.40872,-921.26196,179.38168
4,51,125.05696,-1003.8327,295.47903,-939.76373,182.06734
4,52,126.650696,-1015.64526,302.31808,-958.85284,184.61963
4,53,128.43991,-1027.3872,309.45248,-977.91266,187.65202
4,54,130.003,-1037.8969,316.3853,-996.8427,190.85022
4,55,131.42073,-1047.4363,323.1817,-1015.6185,194.38272
4,56,132.88274,-1056.8966,329.8693,-1034.525,198.25285
4,57,134.43063,-1066.9136,336.78003,-1053.813,202.77303
4,58,136.04466,-1077.4524,343.92923,-1072.9731,207.93282
4,59,137.80527,-1088.7711,351.35794,-1092.006,213.57718
4,60,139.78098,-1100.1078,358.9303,-1110.9915,219.41942
5,1,9.450521,-18.236578,8.784066,-16.855816,1.5331885
5,2,18.838776,-37.578583,18.663774,-35.558937,2.0272133
5,3,28.584919,-57.59137,28.415203,-54.052742,3.5426953
5,4,38.287285,-77.74339,38.07803,-72.31139,5.436028
5,5,48.101116,-98.33703,47.595436,-90.35322,7.999809
5,6,58.429905,-119.019806,56.987877,-108.3728,10.744213
5,7,69.16611,-140.08403,66.391884,-126.45381,13.909679
5,8,80.117744,-161.30663,75.680504,-144.22337,17.650116
5,9,91.105865,-183.25984,84.6632,-161.56113,22.634977
5,10,101.788635,-205.72832,93.50284,-178.59663,28.36869
5,11,111.33793,-228.51111,102.225395,-195.66461,34.087105
5,12,119.96695,-250.84315,111.02404,-213.0931,38.79488
5,13,128.1924,-272.05106,119.75904,-230.66676,42.234833
5,14,135.86066,-292.2609,128.29294,-248.12526,44.779736
5,15,143.0333,-311.1902,136.59511,-265.5822,46.06015
5,16,149.99231,-329.61063,144.67212,-283.42188,46.49414
5,17,156.47098,-347.84445,152.86845,-301.5624,46.42204
5,18,162.45393,-365.38263,161.01004,-320.0069,45.398697
5,19,167.89201,-383.19446,168.82057,-338.5457,44.65843
5,20,172.99516,-400.29294,176.17467,-356.79248,43.6165
5,21,178.09004,-416.95242,183.24498,-375.29428,41.975876
5,22,183.08113,-433.3506,190.08403,-394.3834,39.59145
5,23,188.36969,-449.7158,197.21843,-413.4432,37.336315
5,24,193.2501,-465.00418,204.15126,-432.3733,34.403637
5,25,197.86024,-479.45132,210.94766,-451.14908,31.181688
5,26,202.5711,-493.9242,217.63524,-470.0556,28.224771
5,27,207.4593,-508.94257,224.54596,-489.3435,26.001478
5,28,212.50418,-524.5134,231.69519,-508.50375,24.992088
5,29,217.83467,-540.8355,239.12389,-527.5365,25.10168
5,30,223.4834,-557.11975,246.69624,-546.52203,25.5176
5,31,229.08606,-573.8603,254.34888,-565.4075,26.639448
5,32,234.92151,-590.0955,262.3693,-584.04535,28.10668
5,33,241.21599,-606.3821,270.49445,-602.38916,29.549475
5,34,248.02821,-623.2567,278.53647,-620.34216,30.647158
5,35,255.09431,-640.2554,286.4042,-637.95154,31.394535
5,36,262.38712,-657.98016,293.99112,-655.3322,31.714739
5,37,269.9356,-676.1534,301.5977,-672.42377,31.880985
5,38,277.087,-694.6129,309.1501,-689.4715,32.472687
5,39,284.61755,-713.56506,316.62726,-706.6064,32.75736
5,40,291.8523,-732.1453,324.0247,-723.50806,33.311638
5,41,298.80115,-750.118,331.23688,-740.2753,33.89623
5,42,306.28632,-769.9587,338.39404,-757.4517,34.457657
5,43,313.4565,-789.6211,345.39743,-775.1105,35.082478
5,44,319.58127,-809.7299,351.47574,-792.8442,36.088577
5,45,325.13647,-829.7282,356.80664,-810.2881,37.1607
5,46,330.02423,-848.9022,361.18082,-827.1101,38.02143
5,47,334.21487,-867.8806,364.17636,-842.7839,39.083717
5,48,337.9515,-887.1154,366.27792,-857.2662,41.150494
5,49,341.44553,-906.8082,367.63452,-871.2211,44.184895
5,50,344.90768,-926.744,368.7457,-884.323,48.659985
5,51,348.11713,-946.6189,369.4417,-896.2716,54.67712
5,52,350.94775,-964.73755,369.69562,-906.7181,60.973286
5,53,353.59235,-981.0908,369.83807,-916.32623,66.771065
5,54,358.0162,-995.4954,370.94363,-925.6885,70.99386
5,55,363.9972,-1009.1242,373.57318,-934.76373,74.974525
5,56,369.42236,-1021.9658,376.7248,-944.2913,78.017006
5,57,373.18213,-1033.4487,379.62277,-954.5524,79.15875
5,58,373.88235,-1043.5901,380.49258,-964.9385,78.9289
5,59,371.62543,-1052.0243,378.4477,-974.6712,77.65336
5,60,367.39288,-1058.1506,373.33206,-983.2613,75.12448
6,1,7.4417534,-18.839735,6.889712,-16.977077,1.942741
6,2,15.550202,-38.09746,14.910116,-35.614998,2.563657
6,3,24.39724,-57.767246,23.035278,-53.9588,4.0446496
6,4,33.890182,-78.060196,31.077303,-71.91177,6.761316
6,5,43.680573,-98.43717,38.94504,-89.521164,10.095566
6,6,53.73748,-119.56323,46.53195,-106.90182,14.568152
6,7,64.09818,-141.14105,54.1385,-123.99337,19.830236
6,8,73.98433,-163.06834,61.690903,-141.0411,25.225533
6,9,84.315926,-185.46684,69.16808,-158.17603,31.212912
6,10,94.29677,-207.5034,76.565506,-175.07765,36.957096
6,11,103.972786,-229.00328,83.77772,-191.84496,42.29163
6,12,114.2548,-252.3581,90.93488,-209.02136,49.212708
6,13,124.14744,-275.5207,97.93825,-226.6801,55.42856
6,14,132.78925,-299.22308,104.01659,-244.4138,61.90253
6,15,140.77115,-322.91843,109.34746,-261.8577,68.67213
6,16,147.95844,-345.86295,113.72165,-278.67975,75.40384
6,17,154.30333,-368.67432,116.71718,-294.3535,83.28448
6,18,160.07967,-391.69543,118.81875,-308.83582,92.56446
6,19,165.55936,-415.14474,120.175354,-322.79077,102.902695
6,20,170.99126,-438.77826,121.28653,-335.89264,114.2629
6,21,176.12428,-462.3897,121.98255,-347.84122,126.69919
6,22,180.7667,-484.28442,122.23644,-358.2877,138.92792
6,23,185.1439,-504.39706,122.378914,-367.89587,150.23987
6,24,191.72675,-522.323,123.48446,-377.25812,160.31479
6,25,200.31088,-539.32684,126.11401,-386.33334,170.03584
6,26,208.31403,-555.73975,129.26561,-395.86096,178.35324
6,27,214.30739,-571.1743,132.16359,-406.12204,184.36339
6,28,216.11713,-585.8252,133.03342,-416.5081,188.60326
6,29,213.34256,-599.004,130.98851,-426.2408,191.38788
6,30,206.86937,-609.5476,125.87288,-434.8309,192.57819
6,31,197.88394,-616.54395,117.92068,-441.30276,192.62292
6,32,186.84761,-619.70575,108.09231,-444.5301,192.06487
6,33,174.62634,-619.0548,97.18808,-444.41104,191.04222
6,34,161.82024,-616.0364,86.01239,-441.541,190.25108
6,35,148.82498,-613.4741,74.83937,-438.02206,190.41348
6,36,135.26427,-612.74146,63.52088,-436.0557,190.69601
6,37,121.40382,-614.2404,52.282486,-436.71307,190.5091
6,38,107.95992,-618.74054,41.58729,-439.57303,191.06628
6,39,94.875854,-624.9485,31.330408,-444.249,191.54721
6,40,82.4602,-632.3378,21.036058,-450.20987,192.20697
6,41,71.50374,-641.8403,11.582024,-457.5806,193.75821
6,42,61.775017,-652.9691,3.2277787,-466.00717,195.91464
6,43,53.27793,-664.2806,-4.3417077,-475.0318,197.826
6,44,45.302124,-675.59875,-11.215203,-484.51712,199.26465
6,45,37.423862,-686.6147,-18.106947,-494.40146,200.07397
6,46,29.857704,-697.49506,-24.769325,-504.55222,200.52695
6,47,22.906439,-708.1422,-31.010109,-514.63007,200.88292
6,48,16.129227,-718.75726,-37.118504,-524.4232,201.49701
6,49,9.870632,-728.65424,-42.783886,-534.1461,201.50908
6,50,4.4849086,-737.9521,-48.059704,-543.9277,201.01346
6,51,-0.94476414,-747.7695,-53.08705,-553.73505,200.91833
6,52,-6.093036,-757.2706,-58.32254,-563.9966,200.20685
6,53,-10.375252,-765.19727,-63.75092,-574.4814,198.0442
6,54,-14.238733,-772.4543,-69.07726,-585.0667,195.24693
6,55,-17.90856,-779.31714,-74.415306,-595.8734,191.94951
6,56,-21.58109,-786.00165,-79.77539,-607.01447,188.20996
6,57,-25.622234,-792.9207,-85.14363,-618.32245,184.46504
6,58,-30.065334,-799.95435,-90.53802,-629.9414,180.44763
6,59,-34.43501,-807.05194,-96.12775,-641.73785,176.4504
6,60,-37.880795,-812.7843,-102.03342,-653.55774,171.66437
7,1,-7.4947214,-5.3677015,-7.2782373,-5.70341,0.39945668
7,2,-16.227272,-7.2518063,-17.106606,-8.930732,1.8952621
7,3,-24.958567,-6.167431,-28.010836,-8.811676,4.0383635
7,4,-34.229877,-3.3305259,-39.186527,-5.941636,5.6023455
7,5,-43.801575,-0.78367925,-50.359543,-2.422715,6.7596884
7,6,-54.076294,0.44852388,-61.678032,-0.45634398,7.6554036
7,7,-64.86737,-0.008723557,-72.91643,-1.1137284,8.124553
7,8,-75.63145,-2.8448944,-83.611626,-3.973662,8.059613
7,9,-86.33907,-7.0922976,-93.86851,-8.649631,7.6888013
7,10,-96.650055,-12.349079,-104.16286,-14.6105,7.845777
