episode_idx,time_sec,dr_E_m,dr_N_m,gt_E_m,gt_N_m,raw_drift_m,snapped_drift_m
0,27,-122.518074,-631.396,-172.21349,-660.7554,57.720074,31.8632714857579
0,28,-121.66544,-653.49536,-171.93881,-685.7302,59.720165,33.453509502563485
0,29,-120.40541,-675.82776,-170.44586,-710.78296,61.040253,34.42415601624014
0,30,-119.074036,-697.3111,-167.74568,-735.8536,62.084236,35.5984396811245
0,31,-117.53206,-717.5263,-164.07793,-760.88586,63.612648,38.1366668855702
0,32,-115.294,-736.62335,-159.61623,-785.75183,66.16697,42.18963172570982
0,33,-111.9747,-755.21936,-154.5155,-810.03973,69.39015,46.44867526228071
0,34,-108.170364,-773.1906,-148.8419,-834.14465,73.27734,52.850516122447694
0,35,-103.794,-789.97974,-142.16054,-857.97644,78.07396,58.69953186663147
0,36,-99.42091,-806.13495,-135.40875,-881.09735,83.15339,64.76157667744098
0,37,-95.0065,-822.1551,-128.88916,-903.4391,88.06317,69.11775272661954
0,38,-90.67958,-837.58765,-122.951706,-925.4242,93.5775,75.86057641740942
0,39,-86.58715,-852.2633,-116.887634,-947.06323,99.5246,82.50467514464835
0,40,-83.2706,-865.3377,-110.96374,-968.98816,107.28619,91.7357534002988
0,41,-80.085106,-877.72687,-105.35858,-991.6463,116.68928,102.29655372213405
0,42,-76.68504,-890.7163,-100.13384,-1014.91925,126.39706,113.797256019914
0,43,-73.14116,-904.1091,-95.29985,-1038.3142,136.02216,123.81270397219237
0,44,-69.80778,-917.08716,-90.761696,-1061.6321,146.05582,133.64901730556213
0,45,-66.91691,-929.3442,-86.52463,-1084.6505,156.5392,144.46603671928278
0,46,-64.340836,-940.7406,-82.638405,-1107.8223,168.08058,156.7724526637117
0,47,-61.814083,-951.8558,-79.10239,-1131.3608,180.33566,169.17574191865344
0,48,-59.57369,-962.4959,-76.151375,-1154.9008,193.11769,183.11210618208867
0,49,-57.515247,-972.83795,-73.58928,-1178.1769,205.9671,195.96425734582027
0,50,-55.54226,-982.9709,-71.48812,-1201.1935,218.80441,209.82090103296576
0,51,-53.46471,-993.313,-69.71168,-1224.1449,231.40297,222.25118498020086
0,52,-51.183315,-1003.7627,-68.24434,-1246.7733,243.60878,234.19611424832848
0,53,-48.64972,-1014.3857,-66.9861,-1269.5018,255.77426,246.86135617179764
0,54,-46.193634,-1024.3455,-65.72697,-1292.1193,268.48532,259.2476957030532
0,55,-43.572117,-1034.0396,-64.281815,-1314.2856,281.01025,272.0385545507618
0,56,-40.821205,-1043.1869,-62.604378,-1336.2125,293.8342,284.5483581171757
0,57,-37.698833,-1053.4125,-60.861984,-1358.1499,305.6165,296.50100644447326
0,58,-34.833275,-1064.0383,-59.377075,-1380.1656,317.07867,307.6268075470905
0,59,-32.012745,-1074.6738,-58.13169,-1402.0394,328.4059,318.657005188298
0,60,-29.451988,-1084.6761,-56.63312,-1423.3118,339.72473,330.53887961012293
1,1,4.2907243,-24.932413,3.344809,-22.505854,2.604409,2.555476525172968
1,2,9.979996,-50.27294,7.8065124,-47.37183,3.6249797,3.285893929259243
1,3,17.274376,-75.35661,12.907242,-71.65974,5.721779,4.59912685188029
1,4,25.430063,-100.361336,18.580837,-95.76466,8.248714,6.275019551313147
1,5,34.61299,-124.63547,25.2622,-119.596436,10.622107,7.4582842078882
1,6,43.99545,-148.75238,32.01399,-142.71735,13.415552,9.149940608394044
1,7,53.599815,-173.11298,38.533585,-165.0591,17.083801,11.703726592841054
1,8,63.16702,-197.06454,44.47104,-187.04422,21.211945,14.693944051703168
1,9,72.46223,-220.43057,50.535107,-208.6832,24.875679,22.71123813341884
1,10,80.64634,-242.50137,56.459003,-230.60817,26.95321,23.34122419548904
1,11,88.71713,-264.05206,62.064156,-253.26633,28.752623,23.852264148930136
1,12,97.13051,-286.22388,67.288895,-276.53928,31.37377,23.88919584996069
1,13,105.76201,-308.78857,72.12289,-299.9342,34.784916,23.75541966960308
1,14,114.11543,-331.11142,76.66105,-323.25208,38.270096,23.405169955180558
1,15,121.79926,-352.95218,80.89811,-346.27048,41.44333,23.495441679473583
1,16,129.0255,-374.1201,84.78433,-369.44223,44.487785,23.802685229587333
1,17,136.22519,-395.12643,88.32036,-392.98077,47.952858,23.724202414621086
1,18,142.95361,-415.83188,91.27137,-416.5207,51.686832,23.416769094734736
1,19,149.38153,-436.38315,93.83346,-439.79684,55.652866,23.112296364163345
1,20,155.67659,-456.8078,95.934616,-462.81342,60.043076,23.020194071863898
1,21,162.16408,-477.42096,97.71106,-485.76495,64.990875,22.67588200719542
1,22,169.04376,-498.06934,99.1784,-508.3933,70.62403,22.763329752395688
1,23,176.40376,-518.82336,100.436646,-531.1218,76.956184,22.65252933396033
1,24,183.70685,-538.9274,101.69578,-553.7393,83.33791,22.21339568481752
1,25,191.3992,-558.71466,103.14093,-575.90564,89.916916,21.99093956678457
1,26,199.46638,-577.8596,104.81836,-597.8325,96.732445,21.99093956678457
1,27,208.06483,-598.0266,106.56076,-619.76996,103.80679,22.006574698120488
1,28,216.11703,-618.7823,108.04567,-641.78564,110.49242,22.065704647165635
1,29,224.09146,-639.59485,109.291046,-663.6594,117.295525,21.909211952613223
1,30,231.65854,-659.86444,110.78962,-684.93176,123.44094,21.325055093197196
1,31,239.32889,-680.0501,112.3398,-705.6618,129.54608,20.78795478839391
1,32,246.22627,-699.30646,113.81112,-725.9571,135.07047,20.34857172316258
1,33,252.80884,-718.38617,115.2,-745.87335,140.32726,19.964631117155815
1,34,258.9972,-736.8485,116.37778,-766.08514,145.5853,20.246105533991244
1,35,265.18115,-755.5538,117.609245,-786.87726,150.85962,22.683045501404226
1,36,271.34723,-773.99194,118.93782,-808.03467,156.16508,24.969331904082
1,37,277.30972,-792.5472,120.19554,-829.21893,161.33717,26.74998040405865
1,38,282.8177,-810.9347,121.407745,-850.70087,166.23634,30.126962027459278
1,39,287.71783,-828.747,122.52511,-872.6143,170.91805,34.487729128559124
1,40,292.2117,-846.34937,123.36863,-894.9661,175.70308,39.9536073481826
1,41,295.1451,-862.9201,123.12441,-917.83496,180.57341,46.112046826885944
1,42,297.1493,-878.28485,121.225624,-940.4743,186.59225,55.642433331323424
1,43,298.31738,-892.4705,117.942665,-962.9709,193.66296,68.22102512333561
1,44,299.10864,-905.1763,113.57386,-984.756,201.88138,82.03447991707314
1,45,299.54077,-917.16144,107.76973,-1006.6069,211.60486,92.61650486479557
1,46,299.26505,-929.5369,100.68142,-1028.0684,221.68423,112.49574601625427
1,47,298.60168,-942.10236,92.42934,-1048.8988,232.19069,125.21005530326342
1,48,297.13763,-954.00653,82.76608,-1069.0469,243.2888,135.4008805040711
1,49,295.327,-965.58374,72.003456,-1088.4573,254.89471,155.95763724915128
1,50,293.53128,-977.2278,60.56251,-1107.1073,266.7267,166.11372612665258
1,51,292.0496,-988.93054,48.55102,-1125.0566,278.9657,176.32077274488717
1,52,290.8473,-1000.2964,35.917973,-1142.6039,291.95956,194.96507072649777
1,53,289.8604,-1011.0979,23.190022,-1160.1226,305.4856,205.82056327832996
1,54,289.19965,-1021.1411,10.730864,-1177.5967,319.4107,218.56092285985937
1,55,288.67578,-1031.6338,-1.902902,-1195.1423,333.4232,239.68069822134424
1,56,288.3152,-1042.4047,-14.5320835,-1213.0652,347.62262,251.32627074961596
1,57,288.51862,-1052.898,-26.252125,-1231.4327,361.87747,263.374473551192
1,58,289.1024,-1063.5687,-36.75439,-1250.0892,375.4631,283.16157194177
1,59,290.18112,-1074.1346,-46.23198,-1269.014,388.78238,297.54586320782255
1,60,291.56815,-1084.3478,-54.9425,-1288.76,402.31082,309.9277672994424
2,1,1.8249003,-20.794775,1.3967656,-18.668123,2.1693194,2.152041908696959
2,2,3.2969956,-41.912704,2.8680866,-38.96342,2.980308,2.971977097602456
2,3,4.582174,-63.848,4.2569656,-58.879665,4.978966,4.978835639843247
2,4,5.6807814,-85.94682,5.434746,-79.091446,6.859791,6.857932617619729
2,5,6.7112045,-108.57716,6.6662164,-99.88356,8.69372,8.679331809832838
2,6,7.8336825,-131.49438,7.994785,-121.04098,10.454649,10.425480935573736
2,7,8.689604,-154.53563,9.252511,-142.22525,12.323242,12.259110269747566
2,8,9.086718,-177.54524,10.464715,-163.7072,13.906485,13.749915016453372
2,9,8.966208,-200.16394,11.582076,-185.62064,14.776687,14.43430371270766
2,10,8.428383,-222.73183,12.425601,-207.97244,15.291081,14.801248956105772
2,11,6.320152,-244.04892,12.181383,-230.84125,14.449797,13.65136539773167
2,12,3.4119668,-264.0938,10.282595,-253.48065,12.642969,11.494161767025302
2,13,-0.2338736,-282.88586,6.999631,-275.97717,10.00268,8.196270407985084
2,14,-3.9668128,-300.26407,2.630829,-297.7623,7.0560427,4.111891803310367
2,15,-8.015508,-316.9714,-3.1733,-319.6132,5.5159774,1.3099770828380692
2,16,-13.153898,-333.81708,-10.261613,-341.0747,7.812714,5.984253600784562
2,17,-18.872965,-350.70474,-18.513695,-361.90506,11.206079,10.280545374757319
2,18,-25.561382,-366.6953,-28.176952,-382.05322,15.579043,14.978676002168031
2,19,-32.729237,-382.36887,-38.939575,-401.46365,20.079323,19.711155882448235
2,20,-39.90016,-398.1377,-50.38052,-420.11368,24.347109,24.320835120327374
2,21,-46.66027,-414.139,-62.392014,-438.06293,28.632877,28.632193596594966
2,22,-52.97415,-429.9848,-75.025055,-455.61017,33.80683,33.56980276059009
2,23,-58.890785,-445.4732,-87.75301,-473.12894,39.973335,39.30960448806612
2,24,-64.169,-460.41907,-100.212166,-490.60297,47.012527,45.55751247183037
2,25,-69.36727,-475.91464,-112.84593,-508.14862,54.12415,51.63784232585474
2,26,-74.39892,-491.7723,-125.47511,-526.0715,61.524063,57.58351761131978
2,27,-78.52476,-507.6386,-137.19516,-544.4391,69.25671,64.16825811426473
2,28,-82.13218,-523.83636,-147.69742,-563.0955,76.42043,70.2809259390204
2,29,-84.96592,-540.14453,-157.175,-582.0204,83.472984,76.0927896075207
2,30,-87.21738,-556.2605,-165.88553,-601.7663,90.881546,80.95818901469691
2,31,-89.28735,-571.87494,-173.68431,-621.5406,97.92611,84.90124098397666
2,32,-91.19324,-586.77765,-180.63837,-641.5056,104.85982,92.09394642177637
2,33,-92.7925,-601.73694,-186.59872,-662.0184,111.505424,96.38358965087724
2,34,-93.8857,-616.6203,-191.31935,-683.24255,118.033226,100.74719923106498
2,35,-94.14443,-631.042,-194.9291,-704.6867,124.82424,106.03887927108171
2,36,-93.93298,-645.3196,-197.45515,-726.3109,131.43985,114.50221921460445
2,37,-93.314995,-660.43805,-198.57213,-747.88086,136.84045,118.58930757409631
2,38,-92.60936,-675.64294,-198.38695,-769.69556,141.54431,121.2931624762545
2,39,-92.02349,-691.0559,-196.9497,-791.90027,145.5304,122.5684956976274
2,40,-91.2772,-706.6425,-194.20282,-814.2834,148.93031,124.67984538848168
2,41,-90.22256,-721.5892,-190.92627,-836.7231,152.96095,127.51266905235849
2,42,-89.56534,-735.2411,-188.1551,-859.02826,158.25046,129.73111220218243
2,43,-89.73375,-747.7358,-185.68344,-881.5434,164.65364,139.99738494172263
2,44,-90.76831,-760.4276,-183.61903,-904.7244,171.58913,144.148407413304
2,45,-91.99711,-773.53015,-181.76985,-928.5941,179.17584,149.07370967402304
2,46,-93.30707,-786.5694,-179.84012,-952.83405,187.43506,154.50476905478118
2,47,-95.08669,-799.1396,-178.05563,-977.5402,196.75018,167.00695724587948
2,48,-96.90123,-810.72394,-176.73123,-1002.3389,207.57922,178.34000296739495
2,49,-98.85144,-821.9793,-175.96028,-1026.8038,218.85808,191.94777654586852
2,50,-100.59505,-832.3008,-175.6663,-1050.812,231.04729,207.8896254871754
2,51,-102.45854,-842.90936,-175.74745,-1074.4191,242.8333,221.16318551512126
2,52,-104.46673,-854.25287,-176.121,-1097.6387,253.71437,234.53300842443096
2,53,-106.804214,-865.63007,-176.6437,-1120.48,264.24615,246.29746887149446
2,54,-109.160515,-876.5161,-177.44464,-1143.1958,275.28308,260.0022015925786
2,55,-111.51359,-887.6552,-178.56853,-1165.8813,286.1925,271.7846819205647
2,56,-114.08526,-899.00806,-179.95763,-1188.4747,296.8672,283.7739267266792
2,57,-116.84597,-910.0787,-181.67685,-1210.7938,307.62418,295.6053521528386
2,58,-119.51964,-920.6766,-183.71143,-1232.6237,318.48325,307.10906127426574
2,59,-122.22737,-931.3814,-185.85849,-1253.9514,328.78613,317.9100262588294
2,60,-124.60042,-941.30865,-188.02681,-1274.7029,339.37387,329.03838912916063
3,1,-8.2456045,-19.959633,-6.9679947,-17.805704,2.5043354,2.4543200913891305
3,2,-16.460533,-40.188145,-13.922049,-37.77069,3.5054226,3.029758669158838
3,3,-24.335363,-60.89015,-19.882414,-58.28349,5.1597896,3.511294474001496
3,4,-31.714596,-82.42883,-24.603035,-79.50762,7.688158,4.061222245125112
3,5,-37.979225,-104.65831,-28.212788,-100.95182,10.446117,4.814671231231873
3,6,-43.574333,-127.330734,-30.738836,-122.57601,13.687855,5.4121887312703825
3,7,-48.79972,-151.15623,-31.855824,-144.14595,18.336842,6.866187022435021
3,8,-53.93,-175.18127,-31.670631,-165.96065,24.093555,7.7635030465456705
3,9,-59.311005,-199.38522,-30.233395,-188.16539,31.167162,7.594108137160295
3,10,-64.52213,-223.96558,-27.486502,-210.54848,39.39107,7.924791603882414
3,11,-69.09361,-248.2179,-24.20996,-232.98817,47.397114,9.579230819832171
3,12,-73.96577,-271.22882,-21.438799,-255.29332,54.891006,10.107830874360374
3,13,-79.969444,-292.9021,-18.967125,-277.8085,62.84186,9.622270090156533
3,14,-87.58295,-314.55676,-16.902721,-300.98953,71.97057,8.066743436905245
3,15,-95.60806,-336.52368,-15.053535,-324.8592,81.39467,5.23414565069158
3,16,-103.8144,-358.53366,-13.123808,-349.09915,91.18,2.8755907058784067
3,17,-112.787384,-379.91187,-11.339315,-373.80533,101.63169,0.6868233563320802
3,18,-121.7242,-400.3545,-10.014925,-398.60403,111.72299,0.0
3,19,-130.90028,-420.45148,-9.243972,-423.06894,121.68446,0.0
3,20,-139.63338,-439.79367,-8.949989,-447.07706,130.88618,0.0
3,21,-148.63022,-459.37778,-9.031141,-470.6841,140.05618,0.0
3,22,-157.96614,-479.62872,-9.404687,-493.9038,149.24571,0.0
3,23,-167.93623,-499.7831,-9.92739,-516.74506,158.91666,0.0
3,24,-177.92923,-519.45966,-10.728326,-539.4609,168.39296,0.0
3,25,-187.95348,-539.4436,-11.852215,-562.1464,177.55864,0.0
3,26,-198.38342,-559.5013,-13.241315,-584.73987,186.85445,0.0
3,27,-209.15099,-579.1578,-14.960533,-607.0589,196.18462,7.900874738066843e-10
3,28,-219.75021,-598.38184,-16.99512,-628.88873,205.03732,7.900874738066843e-10
3,29,-230.41107,-617.6892,-19.142185,-650.21655,213.75821,0.0
3,30,-240.43146,-636.41254,-21.310505,-670.96796,221.82892,0.0
3,31,-250.00903,-654.7326,-23.423548,-691.23083,229.50621,0.0
3,32,-259.81793,-672.4344,-25.417044,-710.99146,237.55089,0.0
3,33,-269.39832,-689.2724,-27.614258,-730.367,245.2515,0.0
3,34,-278.72723,-705.0173,-29.77989,-749.39594,252.872,0.0
3,35,-287.5986,-719.74976,-31.912209,-768.2152,260.2392,0.0
3,36,-296.24356,-733.7255,-34.01191,-787.00354,267.58923,0.0
3,37,-305.16003,-747.57306,-35.994015,-805.85144,275.4028,0.0
3,38,-313.63843,-761.13245,-37.756256,-824.637,283.0968,34.29418705898634
3,39,-322.07648,-775.07556,-39.235283,-843.89166,291.0924,38.17810618716745
3,40,-330.27695,-789.7079,-40.176712,-863.8477,299.42422,39.28534977658925
3,41,-338.03247,-804.5859,-40.601364,-884.30743,307.92984,40.43891780221765
3,42,-345.13422,-819.1976,-40.36633,-904.8238,316.56802,40.97651602638797
3,43,-351.8965,-834.104,-39.28783,-925.1618,325.60052,76.3141466476469
3,44,-357.98892,-848.91925,-36.971233,-945.4544,335.21844,81.66966964895194
3,45,-362.86545,-863.87994,-33.396008,-965.72577,344.85168,81.73665564969657
3,46,-367.1212,-879.57336,-28.747889,-985.7199,354.6316,81.72648022306933
3,47,-370.7419,-894.49115,-22.856867,-1005.1645,365.0652,115.81424685604715
3,48,-373.83072,-908.8006,-16.023302,-1024.1763,375.94904,121.81063793353998
3,49,-376.35233,-922.3124,-8.393858,-1042.6908,387.14908,121.52315626171797
3,50,-378.24057,-933.7359,-0.4906604,-1060.9846,398.60663,150.42828585200294
3,51,-379.74808,-943.52185,7.8363514,-1078.8652,410.53568,160.76792516937456
3,52,-380.7711,-952.8704,16.388962,-1095.9934,422.16144,179.67920662265217
3,53,-381.27182,-962.7007,24.898455,-1112.7174,432.9888,198.23897758525982
3,54,-381.51883,-973.3249,33.611515,-1129.3141,443.4702,208.00839239008317
3,55,-381.63788,-984.6918,42.72219,-1146.2844,454.0855,216.0703842807048
3,56,-382.00125,-996.7775,52.0165,-1163.7634,465.03302,215.6788065276224
3,57,-382.14407,-1009.19495,61.295315,-1181.5986,475.77466,253.05447328172926
3,58,-382.30542,-1021.39014,70.6527,-1199.379,486.67352,261.42060125321547
3,59,-382.71158,-1032.9948,80.0518,-1217.3502,498.1334,296.01980513971495
3,60,-383.1639,-1044.9265,89.68868,-1235.6697,509.87503,296.6922696621591
4,1,-2.6083925,-22.657589,-1.8586916,-18.174103,4.5457344,4.536094570880422
4,2,-5.890914,-45.964752,-3.8521886,-37.934776,8.28474,8.208562697539453
4,3,-9.455658,-69.55319,-6.049401,-57.31027,12.707941,12.549576597182995
4,4,-13.46027,-93.22305,-8.215034,-76.33923,17.679815,17.36702892029836
4,5,-17.567366,-116.48862,-10.347353,-95.158485,22.51895,21.96863887464901
4,6,-21.878334,-139.31203,-12.447052,-113.94683,27.061823,26.136090396049187
4,7,-26.648876,-162.27905,-14.429157,-132.79471,31.916267,30.335351920532407
4,8,-31.03947,-184.92253,-16.1914,-151.58029,36.498905,34.00971212124208
4,9,-35.149616,-207.9086,-17.670427,-170.83495,40.987534,37.43212872087316
4,10,-38.559174,-231.49806,-18.611855,-190.79102,45.331657,40.97652749553062
4,11,-41.25622,-255.21217,-19.036507,-211.25075,49.257717,40.87548433847523
4,12,-43.24474,-278.51328,-18.801472,-231.7671,52.75109,40.77225329763463
4,13,-44.62095,-301.96744,-17.722975,-252.1051,56.654686,40.98968054243253
4,14,-45.149925,-325.0922,-15.406379,-272.39774,60.509373,41.096670010871726
4,15,-43.955578,-347.96042,-11.83115,-292.6691,63.94614,40.82275722205483
4,16,-41.561634,-371.24207,-7.1830325,-312.66318,67.92182,40.50719961149076
4,17,-38.656982,-393.6043,-1.2920101,-332.1078,71.95806,41.663174971400466
4,18,-35.290028,-415.19772,5.5415545,-351.1196,75.981735,39.95187792206479
4,19,-31.474934,-435.83774,13.170999,-369.63412,79.850975,39.649025970013504
4,20,-27.662745,-454.315,21.074196,-387.92792,82.35614,37.621420930908855
4,21,-23.99652,-471.1497,29.401207,-405.8085,84.384766,34.01589172019555
4,22,-19.703564,-487.39972,37.953815,-422.93677,86.4861,30.270281189471373
4,23,-14.330764,-503.8112,46.46331,-439.6607,88.38102,27.75905529069806
4,24,-8.233445,-520.8296,55.176373,-456.25735,90.50071,27.23603198087261
4,25,-1.6536055,-538.4814,64.28705,-473.22778,92.769615,27.448215376869346
4,26,4.8263793,-556.9634,73.58135,-490.70673,95.48398,26.604611783011826
4,27,11.796473,-575.72107,82.86017,-508.54196,97.791016,26.586471392827903
4,28,18.683308,-594.35315,92.21756,-526.32227,100.177284,25.965399345186622
4,29,24.99078,-612.6311,101.61666,-544.29346,102.672104,25.126845423991
4,30,31.364079,-631.2754,111.25353,-562.6129,105.34163,23.38842292117627
4,31,37.5038,-650.01654,121.01812,-581.32526,108.134796,21.799066098350153
4,32,43.303223,-669.3594,130.89783,-600.0284,111.712135,20.46126347709432
4,33,49.169014,-688.8399,140.64926,-618.52216,115.382935,19.348959885511373
4,34,54.7472,-707.71,150.31207,-636.7808,119.0109,18.134043169518012
4,35,60.34446,-726.9315,159.82948,-654.82263,122.86969,17.947254990156402
4,36,66.39042,-746.352,169.22192,-672.8422,126.40413,17.75324100413054
4,37,72.665184,-765.9394,178.62593,-690.9233,129.82718,17.379359580275718
4,38,79.104935,-785.69946,187.91455,-708.6928,133.3025,18.3041003911452
4,39,85.50149,-806.1806,196.89725,-726.0306,137.23354,20.66153414909932
4,40,91.53241,-826.9605,205.7369,-743.0661,141.70721,23.406461674666538
4,41,96.53647,-847.81036,214.45944,-760.13403,146.94545,26.00710262222757
4,42,100.76786,-867.9218,223.25809,-777.56256,152.21252,27.369517286151904
4,43,104.754364,-886.7513,231.99309,-795.13617,156.78973,28.06947125515268
4,44,108.35409,-904.3916,240.52698,-812.59467,160.92342,29.092390082650045
4,45,111.64599,-920.56055,248.82916,-830.05164,164.3505,25.975070936887587
4,46,114.77552,-936.0101,256.90616,-847.8913,167.2305,23.198163756007364
4,47,117.487236,-950.9082,265.1025,-866.03186,170.27701,20.886454604652872
4,48,119.827255,-964.7554,273.2441,-884.4763,173.15155,14.393829788862528
4,49,121.7155,-978.6607,281.05463,-903.01514,176.3837,10.57539300308707
4,50,123.38874,-991.5911,288.40872,-921.26196,179.38168,6.7664456682672345
4,51,125.05696,-1003.8327,295.47903,-939.76373,182.06734,2.812538681037814
4,52,126.650696,-1015.64526,302.31808,-958.85284,184.61963,5.807276631006203
4,53,128.43991,-1027.3872,309.45248,-977.91266,187.65202,17.146176972718212
4,54,130.003,-1037.8969,316.3853,-996.8427,190.85022,26.91563544105126
4,55,131.42073,-1047.4363,323.1817,-1015.6185,194.38272,36.095048627598324
4,56,132.88274,-1056.8966,329.8693,-1034.525,198.25285,46.763556666144275
4,57,134.43063,-1066.9136,336.78003,-1053.813,202.77303,56.581448099199484
4,58,136.04466,-1077.4524,343.92923,-1072.9731,207.93282,66.57223744854466
4,59,137.80527,-1088.7711,351.35794,-1092.006,213.57718,74.30007058020257
4,60,139.78098,-1100.1078,358.9303,-1110.9915,219.41942,83.391680986673
5,1,9.450521,-18.236578,8.784066,-16.855816,1.5331885,1.532179011681882
5,2,18.838776,-37.578583,18.663774,-35.558937,2.0272133,1.868131465530308
5,3,28.584919,-57.59137,28.415203,-54.052742,3.5426953,3.207024266017237
5,4,38.287285,-77.74339,38.07803,-72.31139,5.436028,4.902107796636099
5,5,48.101116,-98.33703,47.595436,-90.35322,7.999809,7.313504674835152
5,6,58.429905,-119.019806,56.987877,-108.3728,10.744213,10.111168425112492
5,7,69.16611,-140.08403,66.391884,-126.45381,13.909679,13.364604739404811
5,8,80.117744,-161.30663,75.680504,-144.22337,17.650116,17.2095785480607
5,9,91.105865,-183.25984,84.6632,-161.56113,22.634977,22.253978740893146
5,10,101.788635,-205.72832,93.50284,-178.59663,28.36869,27.95457999453652
5,11,111.33793,-228.51111,102.225395,-195.66461,34.087105,33.469676085654164
5,12,119.96695,-250.84315,111.02404,-213.0931,38.79488,37.84265351658882
5,13,128.1924,-272.05106,119.75904,-230.66676,42.234833,41.189189650289045
5,14,135.86066,-292.2609,128.29294,-248.12526,44.779736,43.33837999183032
5,15,143.0333,-311.1902,136.59511,-265.5822,46.06015,44.325083716601284
5,16,149.99231,-329.61063,144.67212,-283.42188,46.49414,44.63883271210381
5,17,156.47098,-347.84445,152.86845,-301.5624,46.42204,44.28377070336117
5,18,162.45393,-365.38263,161.01004,-320.0069,45.398697,42.913797280170776
5,19,167.89201,-383.19446,168.82057,-338.5457,44.65843,41.73578756411194
5,20,172.99516,-400.29294,176.17467,-356.79248,43.6165,39.88080067902636
5,21,178.09004,-416.95242,183.24498,-375.29428,41.975876,37.20781938002565
5,22,183.08113,-433.3506,190.08403,-394.3834,39.59145,34.18174685702395
5,23,188.36969,-449.7158,197.21843,-413.4432,37.336315,31.094266300236562
5,24,193.2501,-465.00418,204.15126,-432.3733,34.403637,27.127280831589434
5,25,197.86024,-479.45132,210.94766,-451.14908,31.181688,22.22838549193509
5,26,202.5711,-493.9242,217.63524,-470.0556,28.224771,17.38755370104891
5,27,207.4593,-508.94257,224.54596,-489.3435,26.001478,12.387866768184693
5,28,212.50418,-524.5134,231.69519,-508.50375,24.992088,7.934522299461022
5,29,217.83467,-540.8355,239.12389,-527.5365,25.10168,4.4639381280354575
5,30,223.4834,-557.11975,246.69624,-546.52203,25.5176,1.1023532868744843
5,31,229.08606,-573.8603,254.34888,-565.4075,26.639448,1.6555632567328025
5,32,234.92151,-590.0955,262.3693,-584.04535,28.10668,5.294643105574498
5,33,241.21599,-606.3821,270.49445,-602.38916,29.549475,8.209305537997354
5,34,248.02821,-623.2567,278.53647,-620.34216,30.647158,9.815015787855652
5,35,255.09431,-640.2554,286.4042,-637.95154,31.394535,10.671771897648503
5,36,262.38712,-657.98016,293.99112,-655.3322,31.714739,10.219823698538208
5,37,269.9356,-676.1534,301.5977,-672.42377,31.880985,9.469623224437115
5,38,277.087,-694.6129,309.1501,-689.4715,32.472687,8.289663493239015
5,39,284.61755,-713.56506,316.62726,-706.6064,32.75736,6.427892355968335
5,40,291.8523,-732.1453,324.0247,-723.50806,33.311638,4.990681546793995
5,41,298.80115,-750.118,331.23688,-740.2753,33.89623,3.7784443951050846
5,42,306.28632,-769.9587,338.39404,-757.4517,34.457657,0.808563292146325
5,43,313.4565,-789.6211,345.39743,-775.1105,35.082478,3.366915354873115
5,44,319.58127,-809.7299,351.47574,-792.8442,36.088577,6.823926103489181
5,45,325.13647,-829.7282,356.80664,-810.2881,37.1607,10.841638052500857
