episode_idx,time_sec,dr_E_m,dr_N_m,gt_E_m,gt_N_m,raw_drift_m,snapped_drift_m
3,53,-71.646416,13.800858,375.0142,-428.0223,628.2622,569.0790936950897
3,54,-71.55855,12.054098,388.24445,-433.06143,639.9583,581.6263977539501
3,55,-71.49144,9.854038,401.48767,-439.18906,652.1878,595.0577996835987
3,56,-71.46133,6.9875154,414.87192,-445.8374,664.5077,609.0199623203863
3,57,-71.36599,3.6219902,427.77975,-453.2352,676.6572,621.909026037327
3,58,-71.5499,1.8402771,440.37863,-460.77032,689.98505,634.8703196988993
3,59,-71.676834,0.5521802,452.89102,-468.16257,703.4664,648.0376797679685
3,60,-71.999985,-1.860015,465.7244,-474.501,715.9169,659.9800307864735
4,1,7.862847,-5.185309,10.7889595,-6.858035,3.370482,3.36677764970837
4,2,15.772784,-10.0331955,23.175335,-14.225033,8.507012,8.505095480442039
4,3,23.223406,-12.302059,35.45862,-21.31571,15.1969185,15.124614109534939
4,4,29.557718,-12.313156,47.794323,-28.357908,24.290077,23.815589804732173
4,5,35.170795,-11.083369,59.82539,-35.516193,34.7104,33.56765120229765
4,6,40.610687,-8.802165,71.53755,-42.9186,46.04782,43.84606075154429
4,7,45.989155,-5.9193563,83.189835,-50.21508,57.844635,54.28694119470822
4,8,51.538025,-2.5609915,94.66511,-57.155293,69.57358,69.20939262475437
4,9,57.008373,1.479913,105.80301,-63.995216,81.657265,74.86927923711484
4,10,61.17156,7.3241367,116.808914,-71.04993,96.11456,81.15244135171406
4,11,62.28933,14.526566,127.93035,-78.34869,113.730194,103.11801436300331
4,12,58.036037,19.567438,139.41823,-85.637794,133.00827,123.13585039790433
4,13,51.040207,20.015024,151.28043,-92.74351,150.87276,143.24248437992662
4,14,43.087807,19.16955,163.40646,-99.22021,168.79785,163.4299940120797
4,15,34.51065,17.96935,175.5789,-106.30691,188.00223,184.77789991049184
4,16,25.298613,16.446089,188.1114,-113.71958,208.44928,207.29103852988848
4,17,15.772277,14.714962,201.1172,-119.40607,228.78198,228.48076499287475
4,18,5.9531336,12.930452,214.45619,-123.57146,249.21135,234.74127410028834
4,19,-4.4578466,12.167032,227.44926,-127.57403,270.75537,260.786585837352
4,20,-15.075589,11.9284315,240.17339,-133.31024,293.67722,261.93296193932963
4,21,-26.036476,12.199865,252.56538,-139.1129,317.04028,288.34611176433737
4,22,-36.855312,12.657979,266.06033,-143.53317,340.81308,289.5609858427694
4,23,-48.08973,13.804895,279.2706,-148.93526,365.58057,316.50614974177597
4,24,-59.416306,16.890009,292.50085,-153.97437,391.2037,317.8166241220346
4,25,-71.147606,20.335869,305.74408,-160.102,417.85785,345.13061635765683
4,26,-83.48076,24.227945,319.12833,-166.75034,445.6083,347.3356811203497
4,27,-96.39956,28.053158,332.0362,-174.14813,473.7537,374.93934885726543
4,28,-107.31036,32.913162,344.63504,-181.68326,500.30618,376.85719368249215
4,29,-117.80645,37.530342,357.14746,-189.0755,526.24274,404.11479225496237
4,30,-129.17274,43.01197,369.98083,-195.41394,553.17377,405.6814649593242
4,31,-140.18155,49.987045,382.65918,-201.39166,580.13245,432.42646864385574
4,32,-151.6525,56.43448,395.25098,-206.67632,606.9025,433.295301079396
4,33,-163.14267,62.426712,407.428,-212.2655,633.2509,459.4141922038772
4,34,-174.60742,68.22241,419.38956,-217.5378,659.1595,459.72604589606505
4,35,-186.08209,74.040306,430.88336,-222.2235,684.41113,484.82177151843575
4,36,-197.43303,75.30708,442.03833,-227.0509,707.35,484.2207957095133
4,37,-207.66145,71.447624,452.8437,-231.94647,726.8528,508.7988388534725
4,38,-217.96425,67.61106,463.8229,-236.73387,746.6322,508.02838114504357
4,39,-227.4014,69.463524,474.91315,-241.65776,768.142,532.8715293176872
4,40,-230.60892,76.86008,486.19928,-245.32516,785.88635,531.877007300819
4,41,-228.32254,82.256615,496.91742,-250.06319,797.7528,556.30126300662
4,42,-225.30864,82.628685,506.90546,-254.49623,806.09595,567.2167016385442
4,43,-225.15628,82.406845,515.9743,-258.75995,815.8856,577.234978588363
4,44,-224.16724,84.3617,523.89844,-262.79556,824.69415,586.1277709561789
4,45,-219.57494,83.52345,531.1014,-266.83194,828.41046,594.3763883186518
4,46,-219.5255,76.20886,538.5981,-271.20078,833.93335,590.3179928627632
4,47,-228.96324,73.322685,546.6132,-276.23898,850.71277,612.4628920800852
4,48,-235.92926,83.91332,555.1674,-282.01978,871.6312,609.9830478622509
4,49,-224.9681,95.137856,564.22375,-288.901,877.67285,633.901381454404
4,50,-208.19896,89.31258,573.7922,-296.48267,871.97943,633.1466045742508
4,51,-202.66255,70.64613,583.71796,-304.99576,871.4936,631.4871876756353
4,52,-219.47408,57.663055,593.5717,-313.50217,893.7601,671.292401512525
4,53,-241.19852,64.73483,603.43146,-321.79153,928.87164,656.7475627769752
4,54,-249.55046,87.46022,612.75146,-330.3194,958.1777,696.1325427595832
4,55,-231.67049,106.23753,621.6222,-339.7016,962.7929,681.248451260615
4,56,-205.916,97.5447,630.11316,-349.10345,947.8604,720.3777021605767
4,57,-203.3653,69.05499,637.95605,-358.91907,943.9192,704.839012816005
4,58,-232.20686,60.516205,645.24866,-369.58783,977.1989,743.6210873200222
4,59,-248.28023,87.9585,651.85284,-380.3065,1014.6485,727.518247460489
4,60,-224.12009,110.787025,657.507,-392.03427,1014.9362,765.5330693204687
5,1,10.397556,-5.2325597,11.391719,-5.346187,1.000635,40.12262152333139
5,2,21.39512,-9.999261,23.983524,-10.630837,2.6643429,38.876604486969136
5,3,32.96333,-14.682902,36.160564,-16.220018,3.5475397,13.071963739556352
5,4,44.987473,-19.418003,48.12209,-21.49231,3.758799,13.071963739556352
5,5,57.085693,-24.19933,59.6159,-26.178019,3.2120316,12.41228346967679
5,6,68.915306,-24.415415,70.770874,-31.005417,6.846259,12.154781913538056
5,7,79.191605,-19.404598,81.57623,-35.900997,16.667862,11.862717583007058
5,8,89.493416,-14.436512,92.55545,-40.68838,26.429844,11.977651651226575
5,9,99.67485,-15.467866,103.6457,-45.61227,30.404816,12.134268188703926
5,10,103.95466,-23.263933,114.931816,-49.279682,28.236805,11.867131942266004
5,11,101.86249,-29.843458,125.64997,-54.017708,33.91517,31.575396661935812
5,12,97.703995,-30.754654,135.638,-58.45075,46.96874,45.92646344356666
5,13,96.63614,-29.473019,144.70686,-62.71447,58.444748,57.35457535555103
5,14,96.41809,-30.02612,152.631,-66.75009,67.14567,65.48559318070987
5,15,93.56478,-29.77533,159.83392,-70.78647,77.93275,77.14127175329835
5,16,93.03774,-24.503181,167.33061,-75.155304,89.91701,88.36308844666965
5,17,100.095634,-21.604813,175.34575,-80.1935,95.36883,91.73361793408458
5,18,106.47091,-29.574852,183.89995,-85.9743,95.792244,89.83323572445157
5,19,98.30003,-39.665592,192.95633,-92.855515,108.57708,113.14601556365926
5,20,83.92653,-36.125835,202.52472,-100.43719,134.91286,113.06247415517487
5,21,77.87913,-21.037994,212.45052,-108.95028,160.74211,137.96721423620411
5,22,90.86559,-8.928228,222.30429,-117.456696,170.45398,165.3108028988007
5,23,109.44337,-13.118261,232.16399,-125.746056,166.56941,159.26973590330388
5,24,118.132065,-31.334003,241.48402,-134.27393,160.66217,152.4469793064283
5,25,104.70185,-48.354034,250.35472,-143.65611,174.06104,142.90004002236745
5,26,82.57968,-43.11246,258.8457,-153.05797,207.74438,177.43165336330017
5,27,78.23825,-19.544498,266.68857,-162.8736,236.76308,212.72711474908638
5,28,101.68456,-10.160419,273.9812,-173.54234,237.44427,201.8391995693293
5,29,117.31462,-31.928411,280.58536,-184.261,223.29926,236.57971753820047
5,30,98.792046,-53.010735,286.2396,-195.98877,235.75262,225.5468438730178
5,31,72.153114,-40.23055,291.5152,-208.09212,276.21954,206.6120466155794
5,32,82.08159,-10.88549,296.1372,-220.26263,299.43045,249.14326674133247
5,33,113.582855,-6.2949896,300.38205,-232.22765,293.1544,230.15415157615507
5,34,133.99168,-31.457417,304.1347,-243.34077,271.74106,271.03426324863335
5,35,119.814445,-61.38762,307.95914,-255.05075,270.00708,252.28212955375398
5,36,92.28951,-79.07509,311.8659,-266.86548,288.92737,293.47762200907334
5,37,69.63757,-101.575325,315.90714,-278.79053,303.4039,275.68176257403593
5,38,54.78402,-128.68744,319.81747,-290.451,310.49988,316.4563799766312
5,39,43.420933,-156.67155,323.59335,-301.88495,315.56857,307.55490376630144
5,40,31.950766,-183.72145,327.10147,-313.13275,322.27505,294.4695887164293
5,41,22.58285,-211.36952,331.06268,-324.82632,328.6826,280.5511872599376
5,42,15.869766,-238.70674,335.25723,-336.096,333.9057,318.0645222228438
5,43,9.677443,-265.52472,339.53424,-346.50635,339.6521,303.48166018368414
5,44,4.4499598,-292.17218,344.32712,-358.33804,346.25772,294.3172522984689
5,45,0.24633074,-318.4128,349.87762,-369.98926,353.415,282.9297903045831
5,46,-5.8835473,-343.57733,356.36893,-381.05005,364.1855,272.2101798259778
5,47,-12.923681,-368.0189,363.88303,-390.1289,377.45483,259.3003948191779
5,48,-22.75676,-391.84933,371.61606,-397.52158,394.41357,244.33660150021856
5,49,-31.38147,-416.57092,378.34296,-403.56226,409.93088,227.0920838487298
5,50,-38.011765,-442.5215,384.42978,-408.16525,423.8363,207.61497119947697
5,51,-42.05179,-470.02393,390.7058,-410.1183,436.88422,187.91035352282657
5,52,-48.69186,-496.1136,397.3508,-409.48392,454.37735,166.2789715240057
5,53,-60.97287,-520.3939,404.2454,-405.6655,479.1562,142.8406836066364
5,54,-72.76898,-545.37463,410.76718,-399.05295,505.1903,119.93019191466324
5,55,-84.10533,-571.5922,417.2128,-390.23965,533.1122,89.14855858377578
5,56,-98.24316,-596.9174,424.05746,-380.0852,565.5211,74.86933677336556
